,product,year,month,price,date
370,"Соленые и копченые деликатесные продукты из рыбы, кг",2025,февраль,2165.42,2025-02-01
371,"Соленые и копченые деликатесные продукты из рыбы, кг",2025,март,2174.2,2025-03-01
372,"Соленые и копченые деликатесные продукты из рыбы, кг",2025,апрель,2174.2,2025-04-01
373,"Соленые и копченые деликатесные продукты из рыбы, кг",2025,май,2167.4,2025-05-01
374,"Соленые и копченые деликатесные продукты из рыбы, кг",2025,июнь,2179.17,2025-06-01
375,"Соленые и копченые деликатесные продукты из рыбы, кг",2025,июль,2186.43,2025-07-01
376,"Соленые и копченые деликатесные продукты из рыбы, кг",2025,август,2189.42,2025-08-01
377,"Соленые и копченые деликатесные продукты из рыбы, кг",2025,сентябрь,2173.45,2025-09-01
378,"Креветки мороженые неразделанные, кг",2024,январь,1424.27,2024-01-01
379,"Креветки мороженые неразделанные, кг",2024,февраль,1515.68,2024-02-01
380,"Креветки мороженые неразделанные, кг",2024,март,1524.5,2024-03-01
381,"Креветки мороженые неразделанные, кг",2024,апрель,1549.96,2024-04-01
382,"Креветки мороженые неразделанные, кг",2024,май,1552.89,2024-05-01
383,"Креветки мороженые неразделанные, кг",2024,июнь,1581.85,2024-06-01
384,"Креветки мороженые неразделанные, кг",2024,июль,1584.88,2024-07-01
385,"Креветки мороженые неразделанные, кг",2024,август,1553.49,2024-08-01
386,"Креветки мороженые неразделанные, кг",2024,сентябрь,1602.0,2024-09-01
387,"Креветки мороженые неразделанные, кг",2024,октябрь,1647.67,2024-10-01
388,"Креветки мороженые неразделанные, кг",2024,ноябрь,1735.65,2024-11-01
389,"Креветки мороженые неразделанные, кг",2024,декабрь,1807.7,2024-12-01
390,"Креветки мороженые неразделанные, кг",2025,январь,1874.67,2025-01-01
391,"Креветки мороженые неразделанные, кг",2025,февраль,1908.29,2025-02-01
392,"Креветки мороженые неразделанные, кг",2025,март,1876.52,2025-03-01
393,"Креветки мороженые неразделанные, кг",2025,апрель,1887.84,2025-04-01
394,"Креветки мороженые неразделанные, кг",2025,май,1888.85,2025-05-01
395,"Креветки мороженые неразделанные, кг",2025,июнь,1888.85,2025-06-01
396,"Креветки мороженые неразделанные, кг",2025,июль,1897.07,2025-07-01
397,"Креветки мороженые неразделанные, кг",2025,август,1900.78,2025-08-01
398,"Креветки мороженые неразделанные, кг",2025,сентябрь,1902.03,2025-09-01
399,"Кальмары мороженые, кг",2024,январь,462.68,2024-01-01
400,"Кальмары мороженые, кг",2024,февраль,472.17,2024-02-01
401,"Кальмары мороженые, кг",2024,март,472.81,2024-03-01
402,"Кальмары мороженые, кг",2024,апрель,474.57,2024-04-01
403,"Кальмары мороженые, кг",2024,май,474.44,2024-05-01
404,"Кальмары мороженые, кг",2024,июнь,473.18,2024-06-01
405,"Кальмары мороженые, кг",2024,июль,472.57,2024-07-01
406,"Кальмары мороженые, кг",2024,август,465.37,2024-08-01
407,"Кальмары мороженые, кг",2024,сентябрь,485.22,2024-09-01
408,"Кальмары мороженые, кг",2024,октябрь,485.6,2024-10-01
409,"Кальмары мороженые, кг",2024,ноябрь,491.64,2024-11-01
410,"Кальмары мороженые, кг",2024,декабрь,503.69,2024-12-01
411,"Кальмары мороженые, кг",2025,январь,530.56,2025-01-01
412,"Кальмары мороженые, кг",2025,февраль,540.61,2025-02-01
413,"Кальмары мороженые, кг",2025,март,543.94,2025-03-01
414,"Кальмары мороженые, кг",2025,апрель,545.91,2025-04-01
415,"Кальмары мороженые, кг",2025,май,556.69,2025-05-01
416,"Кальмары мороженые, кг",2025,июнь,560.3,2025-06-01
417,"Кальмары мороженые, кг",2025,июль,568.56,2025-07-01
418,"Кальмары мороженые, кг",2025,август,580.38,2025-08-01
419,"Кальмары мороженые, кг",2025,сентябрь,590.75,2025-09-01
420,"Сельдь соленая, кг",2024,январь,382.08,2024-01-01
421,"Сельдь соленая, кг",2024,февраль,390.64,2024-02-01
422,"Сельдь соленая, кг",2024,март,392.66,2024-03-01
423,"Сельдь соленая, кг",2024,апрель,399.7,2024-04-01
424,"Сельдь соленая, кг",2024,май,398.35,2024-05-01
425,"Сельдь соленая, кг",2024,июнь,400.12,2024-06-01
426,"Сельдь соленая, кг",2024,июль,400.12,2024-07-01
427,"Сельдь соленая, кг",2024,август,401.22,2024-08-01
428,"Сельдь соленая, кг",2024,сентябрь,400.77,2024-09-01
429,"Сельдь соленая, кг",2024,октябрь,412.63,2024-10-01
430,"Сельдь соленая, кг",2024,ноябрь,413.01,2024-11-01
431,"Сельдь соленая, кг",2024,декабрь,446.79,2024-12-01
432,"Сельдь соленая, кг",2025,январь,452.22,2025-01-01
433,"Сельдь соленая, кг",2025,февраль,487.57,2025-02-01
434,"Сельдь соленая, кг",2025,март,523.18,2025-03-01
435,"Сельдь соленая, кг",2025,апрель,523.64,2025-04-01
436,"Сельдь соленая, кг",2025,май,523.56,2025-05-01
437,"Сельдь соленая, кг",2025,июнь,531.19,2025-06-01
438,"Сельдь соленая, кг",2025,июль,531.19,2025-07-01
439,"Сельдь соленая, кг",2025,август,536.86,2025-08-01
440,"Сельдь соленая, кг",2025,сентябрь,537.78,2025-09-01
441,"Филе сельди соленое, кг",2024,январь,750.64,2024-01-01
442,"Филе сельди соленое, кг",2024,февраль,776.23,2024-02-01
443,"Филе сельди соленое, кг",2024,март,800.48,2024-03-01
444,"Филе сельди соленое, кг",2024,апрель,802.84,2024-04-01
445,"Филе сельди соленое, кг",2024,май,815.67,2024-05-01
446,"Филе сельди соленое, кг",2024,июнь,834.47,2024-06-01
447,"Филе сельди соленое, кг",2024,июль,831.98,2024-07-01
448,"Филе сельди соленое, кг",2024,август,836.55,2024-08-01
449,"Филе сельди соленое, кг",2024,сентябрь,862.62,2024-09-01
450,"Филе сельди соленое, кг",2024,октябрь,874.29,2024-10-01
451,"Филе сельди соленое, кг",2024,ноябрь,878.87,2024-11-01
452,"Филе сельди соленое, кг",2024,декабрь,934.92,2024-12-01
453,"Филе сельди соленое, кг",2025,январь,955.33,2025-01-01
454,"Филе сельди соленое, кг",2025,февраль,970.98,2025-02-01
455,"Филе сельди соленое, кг",2025,март,995.13,2025-03-01
456,"Филе сельди соленое, кг",2025,апрель,996.09,2025-04-01
